Индекс,Город,Улица,Дом
,Удмуртия респ. г.Ижевск,ул.Совхозная,"д.34 пом.2,3"
,Удмуртия респ. г.Ижевск,ул.Союзная,д.107
,Удмуртия респ. г.Ижевск,ул.Фурманова,д.114
,Удмуртия респ. г.Ижевск,ул.Холмогорова,д.59А
,Удмуртия респ. г.Ижевск,ш.Воткинское,д.52
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.10 лет Октября,д.62 пом.1002
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.Азина,д.4
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.архитектора П.П.Берша,д.15 оф.8
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.Баранова,д.94Б пом.10-18
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.им.Барышникова,д.9
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.им.Татьяны Барамзиной,д.42 лит.А
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.Карла Маркса,д.421 пом.3-4
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.Клубная,д.67А
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.Ленина,д.38
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.Свободы,д.167
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.Тимирязева,д.5 пом.1-38
,Удмуртия респ. г.о.г.Ижевск г.Ижевск,ул.Холмогорова,д.105 пом.3
,Удмуртия респ. р-н Завьяловский с.Октябрьский,Удмуртия респ. р-н Завьяловский с.Октябрьский,д.18
,Удмуртия респ. м.р-н Завьяловский с.п.Италмасовское,с.Италмас,д.23
,Удмуртия респ. г.Камбарка,ул.Нагорная,д.20
,Удмуртия респ. п.Кез,ул.Советская,д.6А
,Удмуртия респ. с.Малая Пурга,ул.Советская,д.50
,Удмуртия респ. г.Можга,мкр.Наговицынский,д.13
,Удмуртия респ. г.Можга,ул.Единства,д.46
,Удмуртия респ. г.Можга,ул.Устюжанина,д.7
,Удмуртия респ. г.о.г.Сарапул г.Сарапул,ул.Седельникова,д.150 оф.3-4
,Удмуртия респ. г.Сарапул,ул.Азина,д.148Г
,Удмуртия респ. с.Селты,ул.Ленина,д.9
,Удмуртия респ. с.Сигаево,ул.Советская,д.112В
,Удмуртия респ. с.Сюмси,ул.Советская,д.32B
,Удмуртия респ. м.о.Шарканский район с.Шаркан,ул.Ленина,д.25
,Удмуртия респ. м.о.Якшур-Бодьинский район с.Якшур-Бодья,ул.Пушиной,д.123
,Ульяновская обл. с.Большое Нагаткино,пл.Торговая,д.17
,Ульяновская обл. рп.Вешкайма,ул.Комсомольская,д.25
,Ульяновская обл. г.Димитровград,ул.Свирская,д.21Б
,Ульяновская обл. с.Енганаево,ул.Советская ,д.7Б
,Ульяновская обл. г.Инза,ул.Красных Бойцов,д.38
,Ульяновская обл. рп.Ишеевка,ул.Ленина,д.34А
,Ульяновская обл. рп.Кузоватово,ул.Октябрьская,д.12
,Ульяновская обл. с.Лаишевка,ул.Кооперативная,д.1А
,Ульяновская обл. рп.Майна,ул.Советская,д.5
,Ульяновская обл. г.Новоульяновск,ул.Ульяновская,д.25
,Ульяновская обл. м.р-н Чердаклинский с.п.Октябрьское п.Октябрьский,ул.Гвардии старшего лейтенанта Владислава Луконина,зд.5А
,Ульяновская обл. г.Сенгилей,ул.Гая,д.89
,Ульяновская обл. рп.Старая Майна,ул.Гоголя,д.28
,Ульяновская обл. рп.Тереньга,ул.50 лет Победы,д.7/10
,Ульяновская обл. г.о.г.Ульяновск г.Ульяновск,пр-кт Гая,д.78/2 пом.1
,Ульяновская обл. г.о.г.Ульяновск г.Ульяновск,ул.Жуковского,д.45А
,Ульяновская обл. г.о.г.Ульяновск г.Ульяновск,ул.Октябрьская,д.48 пом.1 эт. 64-68
,Ульяновская обл. г.о.г.Ульяновск г.Ульяновск,ул.Шолмова,д.5А
,Ульяновская обл. г.Ульяновск,б-р Архитекторов,д.11 корп.2
,Ульяновская обл. г.Ульяновск,б-р Западный,д.16А
,Ульяновская обл. г.Ульяновск,б-р Фестивальный,д.17А
,Ульяновская обл. г.Ульяновск,пр-кт Академика Филатова,д.1/22
,Ульяновская обл. г.Ульяновск,пр-кт Ливанова,д.7
,Ульяновская обл. г.Ульяновск,пр-кт Ульяновский,д.13А
,Ульяновская обл. г.Ульяновск,ул.12 Сентября,д.108
,Ульяновская обл. г.Ульяновск,ул.Гончарова,д.56/2
,Ульяновская обл. г.Ульяновск,ул.Державина,д.16
,Ульяновская обл. г.Ульяновск,ул.Димитрова,д.3
,Ульяновская обл. г.Ульяновск,ул.Заречная,д.3А
,Ульяновская обл. г.Ульяновск,ул.Камышинская,д.36
,Ульяновская обл. г.Ульяновск,ул.Кирова,д.28
,Ульяновская обл. г.Ульяновск,ул.Кольцевая,д.9А
,Ульяновская обл. г.Ульяновск,ул.Краснопролетарская,д.20А
,Ульяновская обл. г.Ульяновск,ул.Кролюницкого,д.17
,Ульяновская обл. г.Ульяновск,ул.Маяковского,д.16/48
,Ульяновская обл. г.Ульяновск,ул.Октябрьская,д.34А
,Ульяновская обл. г.Ульяновск,ул.Полбина,д.51
,Ульяновская обл. г.Ульяновск,ул.Пушкарева,д.24А
,Ульяновская обл. г.Ульяновск,ул.Пушкарева,д.70
,Ульяновская обл. г.Ульяновск,ул.Рябикова,д.110А
,Ульяновская обл. г.Ульяновск,ул.Рябикова,д.92
,Ульяновская обл. г.Ульяновск,ул.Самарская (южнее),д.12
,Ульяновская обл. рп.Чердаклы,ул.Советская,д.32
,Хабаровский край г.Амурск,пр-кт Мира,д.17 
,Хабаровский край г.Амурск,пр-кт Октябрьский,д.18
,Хабаровский край г.Амурск,ул.Лесная,д.2 пом.0 (9-16)
,Хабаровский край м.р-н Амурский г.п.г.Амурск г.Амурск,пр-кт Мира,"д.36 пом.0 (1-3,513)"
,Хабаровский край м.р-н Амурский г.п.г.Амурск г.Амурск,пр-кт Строителей,"д.19А пом.1 (1-5,7-9)"
,Хабаровский край м.р-н Амурский г.п.г.Амурск г.Амурск,пр-кт Строителей,д.60А
,Хабаровский край м.р-н Бикинский г.п.г.Бикин г.Бикин,ул.Дальневосточная,д.19 пом.I (1-7)
,Хабаровский край м.р-н Бикинский г.п.г.Бикин г.Бикин,ул.Первомайская,д.11
,Хабаровский край м.р-н Ванинский г.п.рп.Ванино рп.Ванино,ул.2-я линия,д.5 пом.0 (14)
,Хабаровский край м.р-н Ванинский г.п.рп.Ванино рп.Ванино,ул.3-я линия,д.1 пом.0 (21-27)
,Хабаровский край м.р-н Ванинский г.п.рп.Ванино рп.Ванино,ул.Молодежная,д.3 пом.0 (1-11)
,Хабаровский край рп.Ванино,ул.Пушкина,д.1
,Хабаровский край м.р-н Вяземский г.п.г.Вяземский г.Вяземский,ул.Ленина,д.24
,Хабаровский край г.Комсомольск-на-Амуре,пр-кт Интернациональный,д.53
,Хабаровский край г.Комсомольск-на-Амуре,пр-кт Ленина,д.38
,Хабаровский край г.Комсомольск-на-Амуре,пр-кт Победы,д.45
,Хабаровский край г.Комсомольск-на-Амуре,пр-кт Победы,д.57
,Хабаровский край г.Комсомольск-на-Амуре,ул.Аллея Труда,д.47
,Хабаровский край г.Комсомольск-на-Амуре,ул.Васянина,д.14
,Хабаровский край г.Комсомольск-на-Амуре,ул.Кирова,д.25
,Хабаровский край г.Комсомольск-на-Амуре,ул.Кирова,д.31
,Хабаровский край г.Комсомольск-на-Амуре,ул.Комсомольская,д.61
,Хабаровский край г.Комсомольск-на-Амуре,ул.Комсомольская,д.77/1
,Хабаровский край г.Комсомольск-на-Амуре,ул.Культурная,д.9
,Хабаровский край г.Комсомольск-на-Амуре,ул.Молодогвардейская,д.20
,Хабаровский край г.Комсомольск-на-Амуре,ул.Орехова,д.47 пом.1003
,Хабаровский край г.Комсомольск-на-Амуре,ул.Парижской Коммуны,д.28
,Хабаровский край г.Комсомольск-на-Амуре,ул.Пионерская,д.8
,Хабаровский край г.Комсомольск-на-Амуре,ул.Советская,д.1
,Хабаровский край г.Комсомольск-на-Амуре,ул.Юбилейная,д.4
,Хабаровский край г.Комсомольск-на-Амуре,ш.Магистральное,д.17/1
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,мкр.Дружба,д.7 пом.1001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Интернациональный,д.35
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Копылова,д.33 пом.1001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Ленина,д.14 пом.1013
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Ленина,д.26 пом.1007
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Ленина,д.4 пом.7-12
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Ленина,д.52 пом.20003
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Мира,д.10 пом.1001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Мира,д.33 пом.1005
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Мира,д.36 пом.1007
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Октябрьский,д.22 пом.1002
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Первостроителей,д.20 пом.1002/3
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Победы,д.20 корп.2 пом.1001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,пр-кт Победы,д.32
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Аллея Труда,д.60 пом.1003
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Вокзальная,д.47 пом.1013
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Вокзальная,д.85
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Гамарника,д.17 пом.20001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Гамарника,д.22 пом.1001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Дикопольцева,д.29
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Калинина,д.29 пом.1001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Калинина,д.4 пом.1008
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Калинина,д.41 пом.1004
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Комсомольская,д.12 пом.1002
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Комсомольская,д.65 пом.1001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Лазо,д.7
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Ленинградская,д.59 пом.10001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Пионерская,д.68 пом.1005
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Сидоренко,д.32 пом.20001
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Советская,д.9 пом.1003
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ул.Юбилейная,д.20
,Хабаровский край г.о.г.Комсомольск-на-Амуре г.Комсомольск-на-Амуре,ш.Магистральное,д.43 корп.2
,Хабаровский край м.р-н Бикинский с.п.Лермонтовское с.Лермонтовка,городок Восточный,д.388/2
,Хабаровский край с.Матвеевка,ул.Центральная,д.25
,Хабаровский край м.р-н Хабаровский с.п.с.Некрасовка с.Некрасовка,ул.Ленина,д.16 пом.I (17-20)
,Хабаровский край м.р-н Николаевский г.п.г.Николаевск-на-Амуре г.Николаевск-на-Амуре,ул.Бошняка,"д.5 пом.I (20-23,30-39,47,48)"
,Хабаровский край м.р-н Николаевский г.п.г.Николаевск-на-Амуре г.Николаевск-на-Амуре,ул.Ленина,д.6
,Хабаровский край м.р-н Николаевский г.п.г.Николаевск-на-Амуре г.Николаевск-на-Амуре,ул.Луначарского,"д.132 пом.I (1-3,5-8)"
,Хабаровский край м.р-н Николаевский г.п.г.Николаевск-на-Амуре г.Николаевск-на-Амуре,ул.Советская,д.126
,Хабаровский край м.р-н Хабаровский с.п.Осиновореченское с.Осиновая Речка,ул.Советская,уч.5А
,Хабаровский край м.р-н имени Лазо г.п.рп.Переяславка рп.Переяславка,ул.Ленина,д.13Г
,Хабаровский край м.р-н Советско-Гаванский г.п.г.Советкая Гавань г.Советская Гавань,ул.Пушкина,д.2 пом.2 I(1-13)
,Хабаровский край м.р-н Советско-Гаванский г.п.г.Советкая Гавань г.Советская Гавань,ул.Гончарова,д.3 пом.1
,Хабаровский край м.р-н Советско-Гаванский г.п.г.Советкая Гавань г.Советская Гавань,ул.Ленина,д.26 пом.1 I (26-32)
,Хабаровский край м.р-н Советско-Гаванский г.п.г.Советкая Гавань г.Советская Гавань,ул.Пионерская,"д.21 пом.20 (18,20-23,25-27)"
,Хабаровский край м.р-н Советско-Гаванский г.п.г.Советкая Гавань г.Советская Гавань,ул.Полины Осипенко,"д.5А пом.10(7-10,12-18) I(1-4,6,11,19-27;43-47)"
,Хабаровский край м.р-н Солнечный г.п.рп.Солнечный рп.Солнечный,ул.Геологов,д.3А пом.II (10-22)
,Хабаровский край м.р-н Солнечный г.п.рп.Солнечный рп.Солнечный,ул.Парковая,"д.9 пом.I (1,9,10)"
,Хабаровский край м.р-н Солнечный г.п.рп.Солнечный рп.Солнечный,ул.Строителей,"д.8 пом.II (1-8,12-14А)"
,Хабаровский край м.р-н Хабаровский с.п.Тополевское с.Тополево,кв-л Усадьба,д.37
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,б-р Амурский,д.11 пом.6А/2
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,пер.Байкальский,д.5 пом.I (1-6)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,пер.Инский,д.13 пом.I (10-14)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,пр-кт 60-летия Октября,д.217 пом.I (14-21)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,проезд Локомотивный,"д.4 пом.-I (1-11,24-29),I (1-7)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Аксенова,д.11
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Аэродромная,д.11 пом.I (1-20)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Бойко-Павлова,"д.20 пом.I (1,3-5,10-13,31-32)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Большая,"д.9 пом.1 (1-8,34)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Вахова А.А.,д.10Б пом.I(8-29)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Ворошилова,"д.31 пом.I (29-31,35-40)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Гагарина,д.11 пом.1 (1-09)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Гамарника,д.43А пом.I(10-14)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Горького,д.57Б
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Данчука,"д.8 пом.I (3,10,17)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Демьяна Бедного,д.29В
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Джамбула,д.16 пом.0 (14-27)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Дзержинского,"д.39 пом.I (28,29,68-71,84)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Дикопольцева,"д.10 пом.I (1-22;281-287),А"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Запарина,д.125 пом.I (1-4)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Запарина,д.154 пом.1/1
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Запарина,"д.55 пом.I(21-23,25-31)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Карла Маркса,"д.108 пом.0 (9-14,316)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Ким Ю Чена,д.22 пом.0 (16-18;20;50-52;55)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Княжничная,д.3А
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Королева,д.2
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Краснодарская,д.6
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Краснореченская,"д.100 пом.(1-7,10)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Краснореченская,д.34 пом.I (14-22)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Краснореченская,"д.46А пом.I (13,13А,13Б,14)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Краснореченская,"д.71А пом.I (1-12,31-45)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Краснореченская,д.81 пом.I (3-10;22-23;26-27)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Кубяка,д.17 пом.1 (44-50)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Ленина,д.44
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Ленинградская,д.36 пом.I (30-35)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Ленинградская,"д.81 пом.I (33,35,64)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Лермонтова,"д.24 пом.0 (8-13,16,33,34)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Льва Толстого,д.15 пом.I (7-12.58) II (1-5)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Льва Толстого,д.25 оф.1
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Льва Толстого,д.3Б
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Мате Залки,д.41 пом.-1 (1-4)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Мирная,д.7 пом.I (16-28)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Морозова Павла Леонтьевича,д.91 пом.1 (11-20)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Муравьева-Амурского,д.7
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.профессора Даниловского М.П.,"д.16А пом.I (1-10,17,18), I (4-5. 7-9. 57-58)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Пушкина,д.70 пом.I(1-6)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Руднева,д.79 пом.I (17-24)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Связная,д.3
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Серышева,"д.22 пом.1 (47-49, 51-59)"
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Серышева,д.9 пом.I (33-42)
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Стрельникова,д.9А
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Тихоокеанская,д.219А
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Трамвайная,д.9А
,Хабаровский край г.о.г.Хабаровск г.Хабаровск,ул.Трехгорная,"д.59 пом.1 (1-39,44-54)"
,Хабаровский край г.Хабаровск,ДОС (Большой Аэродром) кв-л,д.43А
,Хабаровский край г.Хабаровск,пер.Молдавский,д.9
,Хабаровский край г.Хабаровск,пр-кт 60-летия Октября,д.100 пом.1 (1-6)
,Хабаровский край г.Хабаровск,проезд Гаражный,д.5
,Хабаровский край г.Хабаровск,ул.65-летия Победы,д.1
,Хабаровский край г.Хабаровск,ул.Вахова А.А.,д.4
,Хабаровский край г.Хабаровск,ул.Вологодская,д.32
,Хабаровский край г.Хабаровск,ул.Ворошилова,д.8
,Хабаровский край г.Хабаровск,ул.Джамбула,д.81
,Хабаровский край г.Хабаровск,ул.Дзержинского,д.64
,Хабаровский край г.Хабаровск,ул.Зеленая,д.3А
,Хабаровский край г.Хабаровск,ул.Индустриальная,д.1
,Хабаровский край г.Хабаровск,ул.Карла Маркса,д.128
,Хабаровский край г.Хабаровск,ул.Карла Маркса,"д.143Г пом.I(59-67,70,80,81)"
,Хабаровский край г.Хабаровск,ул.Краснореченская,д.123
,Хабаровский край г.Хабаровск,ул.Краснореченская,д.97А
,Хабаровский край г.Хабаровск,ул.Ленина,д.70
,Хабаровский край г.Хабаровск,ул.Морозова Павла Леонтьевича,д.53Б
,Хабаровский край г.Хабаровск,ул.Пионерская,д.1
,Хабаровский край г.Хабаровск,ул.Руднева,д.47
,Хабаровский край г.Хабаровск,ул.Сергеевская,д.24А
,Хабаровский край г.Хабаровск,ул.Сибирская,д.47
,Хабаровский край г.Хабаровск,ул.Тихоокеанская,д.170А
,Хабаровский край г.Хабаровск,ул.Тихоокеанская,д.47 корп.В
,Хабаровский край г.Хабаровск,ул.Трехгорная,д.82
,Хабаровский край г.Хабаровск,ул.Хабаровская,д.8
,Хабаровский край м.р-н Комсомольский с.п.с.Хурба с.Хурба,ул.Комсомольская,д.17А
,Хабаровский край м.р-н Амурский г.п.Эльбанское рп.Эльбан,ул.2-й Микрорайон,д.9 пом.I(23-41)
,Хакасия респ. г.Абаза,ул.Вокзальная,д.3
,Хакасия респ. г.Абаза,ул.Ленина,д.5
,Хакасия респ. г.Абакан,пр-кт Дружбы Народов,д.20
,Хакасия респ. г.Абакан,пр-кт Дружбы Народов,д.39
,Хакасия респ. г.Абакан,пр-кт Дружбы Народов,д.43
,Хакасия респ. г.Абакан,пр-кт Ленина,д.49
,Хакасия респ. г.Абакан,ул.Аскизская,д.210Б пом.67Н
,Хакасия респ. г.Абакан,ул.Карла Маркса,д.42
,Хакасия респ. г.Абакан,ул.Кирова,д.120 к.2
,Хакасия респ. г.Абакан,ул.Комарова,д.6
,Хакасия респ. г.Абакан,ул.Ленинского Комсомола,д.9
,Хакасия респ. г.Абакан,ул.Маршала Жукова,д.89
,Хакасия респ. г.Абакан,ул.Некрасова,д.22В
,Хакасия респ. г.Абакан,ул.Некрасова,д.39
,Хакасия респ. г.Абакан,ул.Пушкина,д.3
,Хакасия респ. г.Абакан,ул.Пушкина,д.40
,Хакасия респ. г.Абакан,ул.Пушкина,д.50
,Хакасия респ. г.Абакан,ул.Советская,д.30
,Хакасия респ. г.Абакан,ул.Советская,д.48
,Хакасия респ. г.Абакан,ул.Стофато,д.2
,Хакасия респ. г.Абакан,ул.Тельмана,д.94А
,Хакасия респ. г.Абакан,ул.Торговая,д.5Д/1
,Хакасия респ. г.Абакан,ул.Торосова,д.21
,Хакасия респ. г.Абакан,ул.Центральная,д.34А
,Хакасия респ. г.Абакан,ул.Чертыгашева,д.69
,Хакасия респ. г.Абакан,ул.Щетинкина,д.76
,Хакасия респ. г.о.г.Абакан г.Абакан,пр-кт Дружбы Народов,д.52 пом.371Н
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Авиаторов,д.6А пом.182Н
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Аскизская,д.105А
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Аскизская,д.151
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Комарова,д.7А оф.199Н
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Лермонтова,д.11А стр.1
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Маршала Жукова,д.18 пом.91Н/1
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Маршала Жукова,д.90 пом.60Н
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Павших Коммунаров,д.96 пом.23Н
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Саралинская,д.2А
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Стофато,д.5Д пом.224Н
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Толстого,д.23
,Хакасия респ. г.о.г.Абакан г.Абакан,ул.Чертыгашева,д.146 пом.1Н
,Хакасия респ. м.р-н Аскизский г.п.Аскизский поссовет рп.Аскиз,ул.Путейская,влд.7
,Хакасия респ. м.р-н Алтайский с.п.Белоярский сельсовет с.Белый Яр,ул.Ленина,д.255Б
,Хакасия респ. м.р-н Алтайский с.п.Белоярский сельсовет с.Белый Яр,ул.Мира,д.16 пом.57Н
,Хакасия респ. с.Белый Яр,ул.Советская,д.7
,Хакасия респ. м.р-н Бейский с.п.Бейский сельсовет с.Бея,ул.Площадь Советов,д.9А
,Хакасия респ. с.Боград,ул.Новая,д.12В
,Хакасия респ. м.р-н Усть-Абаканский с.п.Калининский сельсовет с.Калинино,ул.Студенческая,д.11А стр.1
,Хакасия респ. с.Калинино,ул.Ленина,д.1А-1
,Хакасия респ. м.р-н Орджоникидзевский с.п.Копьёвский поссовет п.Копьево,ул.Вокзальная,д.43
,Хакасия респ. г.Саяногорск рп.Майна,ул.Победы,д.7А
,Хакасия респ. г.о.г.Саяногорск г.Саяногорск,ул.Геологов,стр.1В
,Хакасия респ. г.Саяногорск,мкр.Заводской,д.19
,Хакасия респ. г.Саяногорск,мкр.Интернациональный,д.2Б
,Хакасия респ. г.Саяногорск,мкр.Ленинградский,д.25Б
,Хакасия респ. г.Саяногорск,мкр.Центральный,д.3А
,Хакасия респ. г.Саяногорск,ул.Почтовая,д.17/2
,Хакасия респ. г.о.г.Сорск г.Сорск,ул.50 лет Октября,д.52 пом.9/2Н
,Хакасия респ. с.Таштып,ул.Советская,д.84
,Хакасия респ. м.р-н Усть-Абаканский г.п.Усть-Абаканский поссовет рп.Усть-Абакан,ул.Проточная,д.20 пом.3Н
,Хакасия респ. м.р-н Усть-Абаканский г.п.Усть-Абаканский поссовет рп.Усть-Абакан,ул.Щорса,д.45 стр.1
,Хакасия респ. рп.Усть-Абакан,ул.Кирова,д.9
,Хакасия респ. г.Саяногорск рп.Черемушки,Хакасия респ. г.Саяногорск рп.Черемушки,д.18
,Хакасия респ. г.о.г.Черногорск г.Черногорск,ул.Калинина,д.17В
,Хакасия респ. г.о.г.Черногорск г.Черногорск,ул.Максима Горького,д.2 пом.113Н
,Хакасия респ. г.о.г.Черногорск г.Черногорск,ул.Юбилейная,д.12 пом.89Н
,Хакасия респ. г.Черногорск,пр-кт Космонавтов,д.18
,Хакасия респ. г.Черногорск,пр-кт Космонавтов,д.39 к.Б
,Хакасия респ. г.Черногорск,ул.Бограда,д.1В
,Хакасия респ. г.Черногорск,ул.Генерала Тихонова,д.11
,Хакасия респ. г.Черногорск,ул.Дзержинского,д.22
,Хакасия респ. г.Черногорск,ул.Инициативная,стр.123
,Хакасия респ. г.Черногорск,ул.Калинина,д.10
,Хакасия респ. г.Черногорск,ул.Линейная,д.249
,Хакасия респ. г.Черногорск,ул.Октябрьская,д.83
,Хакасия респ. г.Черногорск,ул.Советская,д.37
